Day,MSE_mu,Accuracy
Day 0,0.033191358052360315,0.7
Day 1,0.03101574509049671,0.74
Day 2,0.01801595706790936,0.84
Day 3,0.032312623377280476,0.7
Day 4,0.03221702524629834,0.58
Day 5,0.03723159928362526,0.64
Day 6,0.02061392336871522,0.76
Day 7,0.016700362240540854,0.74
Day 8,0.018317864513818408,0.88
Day 9,0.027725918101797423,0.74
Day 10,0.02278342329008204,0.82
Day 11,0.020550871600291794,0.8
Day 12,0.028269054920911516,0.72
Day 13,0.015162677176450314,0.72
Day 14,0.032034668301131344,0.68
Day 15,0.01994035241360664,0.76
Day 16,0.026824252821079766,0.74
Day 17,0.048445972665515286,0.54
Day 18,0.023286610708227948,0.62
Day 19,0.029739312569090768,0.66
