Day,MSE_mu,Accuracy
Day 0,0.02592092048443514,0.88
Day 1,0.021919300747324736,0.72
Day 2,0.02270889364864415,0.76
Day 3,0.015357022095784163,0.86
Day 4,0.024864515408057668,0.74
Day 5,0.048176366209042386,0.58
Day 6,0.028038664118107685,0.72
Day 7,0.018108100465970754,0.76
Day 8,0.03591534470477853,0.76
Day 9,0.02725064841561675,0.78
Day 10,0.056275735942575976,0.46
Day 11,0.02375873637490739,0.76
Day 12,0.024725773500020934,0.84
Day 13,0.029213322691464504,0.72
Day 14,0.03029582016612763,0.7
Day 15,0.04561183064243123,0.62
Day 16,0.036058998432652895,0.72
Day 17,0.03509219291936983,0.78
Day 18,0.024323960862146103,0.78
Day 19,0.03905663226653851,0.68
