Day,MSE_mu,Accuracy
Day 0,0.017822840161813975,0.82
Day 1,0.02139443946862928,0.8
Day 2,0.02029524028543036,0.82
Day 3,0.018260984564848752,0.82
Day 4,0.0214578116016738,0.84
Day 5,0.028799994191702958,0.66
Day 6,0.01599964571311483,0.86
Day 7,0.052671227799609026,0.44
Day 8,0.027278856188450624,0.66
Day 9,0.022716498221552504,0.96
Day 10,0.021479285015237656,0.78
Day 11,0.025857920235281783,0.72
Day 12,0.02454018503337087,0.76
Day 13,0.024352045871902404,0.74
Day 14,0.030799311717659376,0.72
Day 15,0.03992390586258892,0.62
Day 16,0.016938224332473883,0.8
Day 17,0.029686419383503988,0.8
Day 18,0.03668329182404843,0.66
Day 19,0.022153334553843426,0.88
