Day,MSE_mu,Accuracy
Day 0,0.0234948283423876,0.66
Day 1,0.024485047574408888,0.7
Day 2,0.019106941919185983,0.88
Day 3,0.028320105887185743,0.8
Day 4,0.02094302675315768,0.78
Day 5,0.03261319223230053,0.72
Day 6,0.02394463843497446,0.76
Day 7,0.024006709740153818,0.76
Day 8,0.03221492983894351,0.72
Day 9,0.023891572247458265,0.76
Day 10,0.0256038558044827,0.72
Day 11,0.03901207319870355,0.62
Day 12,0.014837517578882188,0.88
Day 13,0.03307376486970444,0.62
Day 14,0.023568981360558062,0.86
Day 15,0.02380168995259456,0.78
Day 16,0.04173403030560421,0.6
Day 17,0.020040446999368182,0.82
Day 18,0.033060760297291256,0.64
Day 19,0.024183521840484758,0.7
