Day,MSE_mu,Accuracy
Day 0,0.03254347738630537,0.72
Day 1,0.03461552410300899,0.74
Day 2,0.03129478449937805,0.7
Day 3,0.028263700541929455,0.82
Day 4,0.024254962656925477,0.74
Day 5,0.01992641040283943,0.74
Day 6,0.02779730324970582,0.7
Day 7,0.02124614252135496,0.76
Day 8,0.037066269395499306,0.64
Day 9,0.01380348498164583,0.76
Day 10,0.019542043866459326,0.8
Day 11,0.036023885334894576,0.52
Day 12,0.025435941811621492,0.78
Day 13,0.026402458060500837,0.84
Day 14,0.03580393657221509,0.66
Day 15,0.02751631022594638,0.68
Day 16,0.026251297568283507,0.74
Day 17,0.021255568819329527,0.86
Day 18,0.037088729508604534,0.76
Day 19,0.030168611162093996,0.8
