Day,MSE_mu,Accuracy
Day 0,0.022019964408313462,0.84
Day 1,0.031013527244338025,0.7
Day 2,0.03380068231159584,0.66
Day 3,0.02340340919175765,0.82
Day 4,0.02325271494301818,0.74
Day 5,0.019620815865448248,0.8
Day 6,0.014806697252768843,0.94
Day 7,0.026332161215590247,0.62
Day 8,0.03672589503384052,0.62
Day 9,0.02476055008022342,0.8
Day 10,0.02088448132287908,0.8
Day 11,0.014711493082127186,0.92
Day 12,0.024149918188442684,0.84
Day 13,0.01784324309411986,0.9
Day 14,0.019209775266222813,0.74
Day 15,0.03090833000264099,0.54
Day 16,0.03281454978645803,0.7
Day 17,0.025821528572443127,0.8
Day 18,0.023421682841121,0.74
Day 19,0.01914035671903053,0.88
