Day,MSE_mu,Accuracy
Day 0,0.0183302552998187,0.86
Day 1,0.03281737823178975,0.68
Day 2,0.022940242346637055,0.8
Day 3,0.024057968979997298,0.8
Day 4,0.02812650654677937,0.68
Day 5,0.029597528179969405,0.72
Day 6,0.01734880928751249,0.82
Day 7,0.04225662896155961,0.7
Day 8,0.02711923729995937,0.7
Day 9,0.029580876165833894,0.78
Day 10,0.04514389296357612,0.5
Day 11,0.02344913335806053,0.82
Day 12,0.03209375968393992,0.66
Day 13,0.02454959434155056,0.84
Day 14,0.032572948312120376,0.74
Day 15,0.019963431526218493,0.82
Day 16,0.024848960477964078,0.82
Day 17,0.015162243707236019,0.9
Day 18,0.023276019655236322,0.68
Day 19,0.02711639219479383,0.82
