Day,MSE_mu,Accuracy
Day 0,0.020511478999480973,0.84
Day 1,0.018866362616476697,0.78
Day 2,0.026143212582796584,0.76
Day 3,0.02557469641018622,0.68
Day 4,0.022048930998729722,0.74
Day 5,0.04337905104475656,0.58
Day 6,0.022980101156593755,0.76
Day 7,0.024494988499545647,0.66
Day 8,0.02376489431561978,0.74
Day 9,0.030811499168227872,0.62
Day 10,0.024552590962373926,0.72
Day 11,0.02786762608229915,0.72
Day 12,0.03291930982172552,0.62
Day 13,0.022867799207891157,0.8
Day 14,0.03517442316820476,0.7
Day 15,0.023855730287941905,0.74
Day 16,0.02161209918074206,0.82
Day 17,0.01580434974833399,0.8
Day 18,0.05024900943958747,0.6
Day 19,0.022394793297746053,0.8
