Day,MSE_mu,Accuracy
Day 0,0.01792807111770156,0.8
Day 1,0.02491880613772391,0.74
Day 2,0.033455082893854265,0.78
Day 3,0.01810103974310204,0.9
Day 4,0.022301403979984924,0.74
Day 5,0.029795122563774545,0.7
Day 6,0.033445101008891726,0.8
Day 7,0.014569429781506353,0.86
Day 8,0.034495864964821654,0.72
Day 9,0.02952212846856065,0.72
Day 10,0.029864433742322498,0.74
Day 11,0.028719057914249314,0.66
Day 12,0.03338477908360767,0.68
Day 13,0.021303829418919718,0.76
Day 14,0.031053932349824447,0.64
Day 15,0.020613712432117827,0.82
Day 16,0.027793784237912914,0.76
Day 17,0.024521680781860518,0.78
Day 18,0.027755755334086977,0.72
Day 19,0.016314047269166822,0.8
