Day,MSE_mu,Accuracy
Day 0,0.02431207993375263,0.76
Day 1,0.023753455345682892,0.76
Day 2,0.0320852886086047,0.8
Day 3,0.02793765411058832,0.64
Day 4,0.027715810540011213,0.76
Day 5,0.021397915967616716,0.88
Day 6,0.0371387069670667,0.68
Day 7,0.025351404077100088,0.72
Day 8,0.02171480219244096,0.78
Day 9,0.03087305035824831,0.72
Day 10,0.025075032893858432,0.74
Day 11,0.030269844326826827,0.64
Day 12,0.02235427455026025,0.8
Day 13,0.026795148736791806,0.72
Day 14,0.028766965613562595,0.76
Day 15,0.015947546437109553,0.94
Day 16,0.033341770273128166,0.68
Day 17,0.03151255110792319,0.7
Day 18,0.037389729322698476,0.56
Day 19,0.014685703773283267,0.86
