Day,MSE_mu,Accuracy
Day 0,0.014249909459989994,0.94
Day 1,0.03752710391192608,0.64
Day 2,0.023129885641204464,0.9
Day 3,0.029759102156876785,0.64
Day 4,0.013041160073920761,0.8
Day 5,0.018725646990659005,0.88
Day 6,0.02051405149404699,0.88
Day 7,0.03745120367572066,0.7
Day 8,0.03633303358022156,0.68
Day 9,0.023640006658542923,0.74
Day 10,0.025324403653080436,0.78
Day 11,0.03412702621001072,0.7
Day 12,0.03177182346729309,0.72
Day 13,0.03143475827562481,0.6
Day 14,0.02893796654442105,0.74
Day 15,0.03740350271376157,0.56
Day 16,0.023808119531919514,0.74
Day 17,0.018104254522986408,0.9
Day 18,0.022558448809696884,0.8
Day 19,0.017690601151081793,0.86
