Day,MSE_mu,Accuracy
Day 0,0.017233011681575566,0.86
Day 1,0.019715161352973295,0.72
Day 2,0.023348574573856345,0.88
Day 3,0.043010945312128915,0.68
Day 4,0.018470037691427525,0.8
Day 5,0.02937804512225762,0.78
Day 6,0.023293766298292235,0.82
Day 7,0.021584707614304657,0.9
Day 8,0.027965926089443958,0.74
Day 9,0.01684503390460512,0.8
Day 10,0.02495107391967953,0.82
Day 11,0.022472824108698507,0.74
Day 12,0.015706958061352888,0.82
Day 13,0.025872007677087326,0.72
Day 14,0.028951286509476884,0.82
Day 15,0.015039846115611814,0.84
Day 16,0.0221914278320659,0.86
Day 17,0.03044297844521166,0.66
Day 18,0.022329624577898378,0.72
Day 19,0.0336474510454364,0.7
