Day,MSE_mu,Accuracy
Day 0,0.0278386684564176,0.68
Day 1,0.017736166102700013,0.74
Day 2,0.016793667686728395,0.8
Day 3,0.028180675000753226,0.68
Day 4,0.01848412607846695,0.78
Day 5,0.021223531163710403,0.84
Day 6,0.028242293196629555,0.84
Day 7,0.01938018025535598,0.84
Day 8,0.03390709595281447,0.72
Day 9,0.03966084453455634,0.64
Day 10,0.02334838172674786,0.76
Day 11,0.02178259654349084,0.74
Day 12,0.02101624722840918,0.78
Day 13,0.04026278776401222,0.66
Day 14,0.027096290338069786,0.68
Day 15,0.028682067363888272,0.84
Day 16,0.020527261342007056,0.86
Day 17,0.02338296980881572,0.76
Day 18,0.02150671588075405,0.8
Day 19,0.025442515571629905,0.78
