Day,MSE_mu,Accuracy
Day 0,0.028003509638852484,0.7
Day 1,0.02747785107158869,0.76
Day 2,0.012057664234033432,0.84
Day 3,0.018765384022853493,0.88
Day 4,0.02809303109760939,0.68
Day 5,0.028600977233551664,0.86
Day 6,0.05145877350202465,0.48
Day 7,0.022716882239777168,0.76
Day 8,0.026435025074042984,0.74
Day 9,0.024839074202249692,0.66
Day 10,0.0242142838920804,0.76
Day 11,0.018417509430717155,0.84
Day 12,0.02935017813081089,0.74
Day 13,0.023503114804391198,0.78
Day 14,0.02607597596328511,0.72
Day 15,0.021477874391608785,0.7
Day 16,0.01668098146124662,0.72
Day 17,0.021491693194717002,0.72
Day 18,0.018177118365086117,0.86
Day 19,0.019570758793249765,0.84
