Day,MSE_mu,Accuracy
Day 0,0.021822547364452143,0.7
Day 1,0.02784306947358933,0.78
Day 2,0.01959525525842891,0.8
Day 3,0.012110942422725576,0.98
Day 4,0.039243658869341294,0.68
Day 5,0.036321803166837155,0.72
Day 6,0.016144131884708892,0.94
Day 7,0.036983790915773716,0.66
Day 8,0.03166740852938931,0.74
Day 9,0.02020727540386681,0.86
Day 10,0.024736912124989956,0.66
Day 11,0.01706919595495396,0.84
Day 12,0.018959104259428258,0.88
Day 13,0.02601419953809472,0.68
Day 14,0.017535717784228237,0.86
Day 15,0.022075562912396006,0.86
Day 16,0.026100610077618644,0.72
Day 17,0.029749110379739062,0.72
Day 18,0.017711359360180014,0.88
Day 19,0.026597789840798827,0.86
