Day,MSE_mu,Accuracy
Day 0,0.04408194223190765,0.68
Day 1,0.019333498551014558,0.82
Day 2,0.02164341793330188,0.76
Day 3,0.02477092751319957,0.78
Day 4,0.025288416966837212,0.74
Day 5,0.036650301208916596,0.74
Day 6,0.019806861922031238,0.78
Day 7,0.028176310991044506,0.74
Day 8,0.024064236990391383,0.78
Day 9,0.026946942575088586,0.78
Day 10,0.023364823436484692,0.84
Day 11,0.028501782026734018,0.68
Day 12,0.02690550125335179,0.66
Day 13,0.04144938339088208,0.48
Day 14,0.029337115005938497,0.78
Day 15,0.020401414636057057,0.84
Day 16,0.026716437827999377,0.66
Day 17,0.03727388365642279,0.64
Day 18,0.020444096584241258,0.86
Day 19,0.047505514195021005,0.56
