Day,MSE_mu,Accuracy
Day 0,0.029578823599719098,0.58
Day 1,0.019700983187475863,0.8
Day 2,0.017774568739240378,0.86
Day 3,0.026285592075368184,0.76
Day 4,0.01853455100155462,0.84
Day 5,0.02550734136987768,0.7
Day 6,0.030480226515948814,0.76
Day 7,0.02135326999763102,0.82
Day 8,0.023215185830364474,0.8
Day 9,0.020892140428779155,0.86
Day 10,0.04407160473703566,0.62
Day 11,0.024558454843503705,0.76
Day 12,0.029536909233391088,0.74
Day 13,0.025265268015992003,0.72
Day 14,0.03218086366531453,0.78
Day 15,0.03536577540735724,0.6
Day 16,0.019133652905018634,0.76
Day 17,0.0183362787074088,0.74
Day 18,0.023002120076500394,0.66
Day 19,0.021760703711548132,0.82
