Day,MSE_mu,Accuracy
Day 0,0.026138483995055972,0.72
Day 1,0.03661117177529303,0.72
Day 2,0.023818514911589175,0.82
Day 3,0.013503754703200053,0.92
Day 4,0.02901750323902013,0.74
Day 5,0.020362866087222237,0.94
Day 6,0.021500129180054523,0.78
Day 7,0.02519828776982479,0.82
Day 8,0.023890390473332728,0.8
Day 9,0.01597706248897339,0.9
Day 10,0.02012743402073461,0.9
Day 11,0.012946220436155571,0.92
Day 12,0.024588972272430988,0.82
Day 13,0.02883274621394086,0.7
Day 14,0.016454112775058514,0.82
Day 15,0.01791340016701332,0.86
Day 16,0.02129901727747861,0.8
Day 17,0.021136529426577826,0.94
Day 18,0.021410417213875037,0.82
Day 19,0.020211206946215563,0.88
