Day,MSE_mu,Accuracy
Day 0,0.02698717029519483,0.8
Day 1,0.048024920833974624,0.46
Day 2,0.035345258371340844,0.6
Day 3,0.023526188143137436,0.7
Day 4,0.029044138593863202,0.82
Day 5,0.023169357350075463,0.64
Day 6,0.01840416620850888,0.84
Day 7,0.0234124131792838,0.84
Day 8,0.022100351677726,0.86
Day 9,0.02537224307895354,0.74
Day 10,0.01376926223401708,0.92
Day 11,0.019175552527493103,0.76
Day 12,0.02024675353603342,0.78
Day 13,0.023249663860100994,0.76
Day 14,0.025875155319744506,0.74
Day 15,0.021225082376360543,0.88
Day 16,0.020730254162678874,0.74
Day 17,0.028296468369166425,0.78
Day 18,0.0215588845351332,0.78
Day 19,0.019400864695331418,0.88
