Day,MSE_mu,Accuracy
Day 0,0.018438031034913687,0.86
Day 1,0.024275346896517308,0.74
Day 2,0.03530036689855695,0.78
Day 3,0.024561979888673837,0.84
Day 4,0.01730338260056751,0.82
Day 5,0.019950078116346595,0.8
Day 6,0.02188559641231846,0.76
Day 7,0.01890436789350179,0.78
Day 8,0.02450883901794737,0.84
Day 9,0.018749626282122487,0.8
Day 10,0.023105795603429027,0.86
Day 11,0.026947544863341406,0.64
Day 12,0.026559264504573594,0.8
Day 13,0.027377320653857562,0.7
Day 14,0.025720714270793588,0.7
Day 15,0.01686343289698851,0.84
Day 16,0.0397344229362216,0.66
Day 17,0.04652481334397148,0.58
Day 18,0.04300153075437572,0.64
Day 19,0.02901699336444085,0.72
