Day,MSE_mu,Accuracy
Day 0,0.01828752710170516,0.86
Day 1,0.019967723807076697,0.82
Day 2,0.024436894901689262,0.72
Day 3,0.01771003583919707,0.76
Day 4,0.026524410015035877,0.7
Day 5,0.022640903284893897,0.8
Day 6,0.022841986464077958,0.78
Day 7,0.026488332989651073,0.72
Day 8,0.041914421009262265,0.6
Day 9,0.02735776849613229,0.7
Day 10,0.02240896170094295,0.68
Day 11,0.03542794740645744,0.66
Day 12,0.027147095061269503,0.78
Day 13,0.03480436333177192,0.58
Day 14,0.020617442561957574,0.68
Day 15,0.028796247480298652,0.82
Day 16,0.02899143490090502,0.7
Day 17,0.009333844840730125,0.92
Day 18,0.024732793243933546,0.72
Day 19,0.025475267954335377,0.72
