Day,MSE_mu,Accuracy
Day 0,0.031332592820421,0.78
Day 1,0.020707508033763148,0.82
Day 2,0.029285088340090984,0.64
Day 3,0.03355577055740935,0.72
Day 4,0.03203181771387511,0.74
Day 5,0.02579245791734916,0.78
Day 6,0.019661373276576504,0.78
Day 7,0.019995113525013156,0.76
Day 8,0.02137223447909722,0.88
Day 9,0.028156366833302745,0.76
Day 10,0.01279832236492964,0.92
Day 11,0.028214224366205822,0.62
Day 12,0.0168757029232449,0.84
Day 13,0.03006952376497475,0.72
Day 14,0.021569240755791322,0.88
Day 15,0.013711832823567235,0.76
Day 16,0.023954863234051882,0.66
Day 17,0.014853109703986,0.84
Day 18,0.027321668131971323,0.66
Day 19,0.019219857505984584,0.78
