Day,MSE_mu,Accuracy
Day 0,0.033779146665020805,0.62
Day 1,0.03265103799730687,0.76
Day 2,0.023275818834794158,0.86
Day 3,0.021304403555569416,0.74
Day 4,0.04522734494141787,0.54
Day 5,0.01775372290965402,0.86
Day 6,0.014873342202425918,0.84
Day 7,0.026982601064011902,0.7
Day 8,0.01970145455874841,0.76
Day 9,0.01875819871333976,0.82
Day 10,0.019211044324853252,0.7
Day 11,0.025383833421393744,0.72
Day 12,0.014093844635445198,0.84
Day 13,0.020690604961448745,0.76
Day 14,0.02735971793085951,0.72
Day 15,0.028731189002035966,0.74
Day 16,0.02541138478921034,0.82
Day 17,0.024795279701168113,0.7
Day 18,0.024558437662809515,0.84
Day 19,0.02447217577150661,0.74
