Day,MSE_mu,Accuracy
Day 0,0.020737379853179035,0.72
Day 1,0.026830677461166994,0.72
Day 2,0.024316016579759087,0.74
Day 3,0.030551313334865954,0.72
Day 4,0.028089174797015934,0.76
Day 5,0.01984450396543428,0.8
Day 6,0.025827425255421872,0.74
Day 7,0.035386288778185976,0.6
Day 8,0.02754642439510292,0.72
Day 9,0.03936003181997974,0.58
Day 10,0.029444898690739824,0.8
Day 11,0.02803430139238099,0.76
Day 12,0.02008881151030873,0.84
Day 13,0.04614330041772217,0.48
Day 14,0.026836859392341175,0.78
Day 15,0.02383983470425974,0.88
Day 16,0.023190184103592564,0.84
Day 17,0.0323251006284224,0.74
Day 18,0.031217035795568546,0.66
Day 19,0.03557531650555619,0.66
