Day,MSE_mu,Accuracy
Day 0,0.031348876277316945,0.62
Day 1,0.0254046180043801,0.7
Day 2,0.015017713705376414,0.88
Day 3,0.01622474015955995,0.76
Day 4,0.029851784525242717,0.7
Day 5,0.02978559011970589,0.62
Day 6,0.026187698543963245,0.84
Day 7,0.026822420234435675,0.72
Day 8,0.025085718062810673,0.76
Day 9,0.026176052102623356,0.7
Day 10,0.019637639793088572,0.78
Day 11,0.02799309273529796,0.84
Day 12,0.03918030562231299,0.56
Day 13,0.030171795294106855,0.68
Day 14,0.019900288137798473,0.76
Day 15,0.018829304468238373,0.78
Day 16,0.03597698645748513,0.68
Day 17,0.034195423913153236,0.66
Day 18,0.02233825252327547,0.8
Day 19,0.022799307774960698,0.76
