Day,MSE_mu,Accuracy
Day 0,0.022111988571008205,0.74
Day 1,0.039760539642421745,0.7
Day 2,0.019563504863648714,0.82
Day 3,0.017922536742660332,0.82
Day 4,0.02294819967888341,0.92
Day 5,0.01740015028062891,0.76
Day 6,0.01649249711009423,0.88
Day 7,0.03391374009336887,0.74
Day 8,0.03058200807578548,0.64
Day 9,0.024181051360837147,0.78
Day 10,0.03007183627923292,0.76
Day 11,0.023110509334774966,0.82
Day 12,0.02526048126031784,0.82
Day 13,0.03608427188793382,0.64
Day 14,0.017545862010914924,0.84
Day 15,0.023357678202903406,0.74
Day 16,0.025112244836777944,0.74
Day 17,0.019953414337867417,0.76
Day 18,0.03884017598672853,0.64
Day 19,0.033993713722935553,0.62
