Day,MSE_mu,Accuracy
Day 0,0.016843503495878827,0.9
Day 1,0.03526693374647584,0.68
Day 2,0.019454779684642605,0.84
Day 3,0.03124175849238506,0.64
Day 4,0.025052320161334164,0.68
Day 5,0.031063668755607204,0.64
Day 6,0.02913453609019575,0.66
Day 7,0.028096444194662708,0.7
Day 8,0.026256724595236727,0.82
Day 9,0.019644280242583904,0.8
Day 10,0.03213719892965138,0.66
Day 11,0.012584490464845395,0.88
Day 12,0.0211104073679437,0.76
Day 13,0.023173401495205893,0.84
Day 14,0.015120224913672277,0.86
Day 15,0.024466650513504846,0.76
Day 16,0.016240524435747455,0.88
Day 17,0.01711840699456488,0.86
Day 18,0.015659885299751,0.88
Day 19,0.02502456837954162,0.76
