Day,MSE_mu,Accuracy
Day 0,0.027046974273005456,0.78
Day 1,0.02202892344378358,0.78
Day 2,0.029367929425676006,0.8
Day 3,0.031821201587633324,0.7
Day 4,0.019594666754792538,0.86
Day 5,0.019318332245321878,0.86
Day 6,0.025154773593384878,0.82
Day 7,0.02254811157843459,0.78
Day 8,0.020828233413395826,0.78
Day 9,0.02453194792328405,0.74
Day 10,0.02293489523436564,0.82
Day 11,0.02813919605542211,0.7
Day 12,0.01914410485175579,0.84
Day 13,0.02443778946950432,0.74
Day 14,0.02143502240116491,0.78
Day 15,0.03749682691596984,0.58
Day 16,0.038582897365217715,0.56
Day 17,0.025613283820842613,0.76
Day 18,0.02461536187721685,0.74
Day 19,0.014951722541131774,0.8
