Day,MSE_mu,Accuracy
Day 0,0.02699278921833245,0.68
Day 1,0.022416225032884242,0.86
Day 2,0.02218012142275143,0.8
Day 3,0.018978123048274252,0.82
Day 4,0.02401019260218387,0.82
Day 5,0.03226598839943369,0.74
Day 6,0.029245714468588715,0.74
Day 7,0.01952034219831688,0.78
Day 8,0.021853571159054272,0.78
Day 9,0.014792788709243675,0.82
Day 10,0.030908362098976697,0.72
Day 11,0.014805851315277202,0.88
Day 12,0.022074745603748693,0.86
Day 13,0.010898829776054834,0.94
Day 14,0.02303877864812984,0.8
Day 15,0.02274622041475151,0.74
Day 16,0.029779383063051865,0.66
Day 17,0.02017489362789193,0.84
Day 18,0.018452054552648294,0.86
Day 19,0.02093826692831607,0.9
