Day,MSE_mu,Accuracy
Day 0,0.03191938115216056,0.62
Day 1,0.015295658891309124,0.94
Day 2,0.031186002695754552,0.7
Day 3,0.022056751151793487,0.88
Day 4,0.016008401754473434,0.78
Day 5,0.018023820743149004,0.8
Day 6,0.03186713326803713,0.78
Day 7,0.0160661065623105,0.78
Day 8,0.026403821859377938,0.72
Day 9,0.023229595124980428,0.8
Day 10,0.03284426437825641,0.66
Day 11,0.028020002099634907,0.76
Day 12,0.011713472177576276,0.94
Day 13,0.01606221541137333,0.92
Day 14,0.025580766274367443,0.72
Day 15,0.021913451901257056,0.8
Day 16,0.023217093474260226,0.86
Day 17,0.025070687980817553,0.86
Day 18,0.03277182279685383,0.64
Day 19,0.029325252134500643,0.7
