Day,MSE_mu,Accuracy
Day 0,0.04528528927156822,0.62
Day 1,0.02675666525961776,0.8
Day 2,0.0272976766648403,0.74
Day 3,0.036283805551684346,0.64
Day 4,0.03642196871037725,0.58
Day 5,0.021847750469538036,0.78
Day 6,0.018768542324258463,0.86
Day 7,0.026948620083923232,0.76
Day 8,0.02197384271807283,0.7
Day 9,0.03469774322322782,0.68
Day 10,0.027925826884721224,0.72
Day 11,0.03086790959219075,0.6
Day 12,0.03772179449755045,0.62
Day 13,0.025562646673966263,0.8
Day 14,0.01923896910796084,0.66
Day 15,0.026806120795110487,0.78
Day 16,0.03413476372241725,0.64
Day 17,0.0487471687259197,0.54
Day 18,0.035529093858067316,0.64
Day 19,0.024815844158274383,0.66
