Day,MSE_mu,Accuracy
Day 0,0.0284719984392223,0.72
Day 1,0.01657687443085262,0.9
Day 2,0.021730556258330848,0.96
Day 3,0.03681032574720748,0.64
Day 4,0.02660580397458395,0.74
Day 5,0.01916171522263008,0.7
Day 6,0.018754262614387427,0.74
Day 7,0.021739447399053747,0.8
Day 8,0.03431255558439435,0.64
Day 9,0.018329679639936942,0.7
Day 10,0.021256413983051864,0.76
Day 11,0.025630799215311733,0.76
Day 12,0.02848975179598624,0.68
Day 13,0.024771613553961788,0.68
Day 14,0.01733714282468894,0.92
Day 15,0.02653506523184738,0.7
Day 16,0.032954366447952,0.76
Day 17,0.02134662602783691,0.84
Day 18,0.02704722083917946,0.84
Day 19,0.02461952141311353,0.84
