Day,MSE_mu,Accuracy
Day 0,0.015024947185841431,0.84
Day 1,0.02955956480544824,0.66
Day 2,0.029553737411049073,0.74
Day 3,0.037660075200522995,0.52
Day 4,0.026076234535519126,0.82
Day 5,0.030303007767031518,0.74
Day 6,0.023326739640717745,0.8
Day 7,0.028344053365919858,0.64
Day 8,0.035855057453474566,0.58
Day 9,0.02072082355195304,0.74
Day 10,0.024828681654757018,0.76
Day 11,0.030300932080929984,0.8
Day 12,0.024089122277262467,0.74
Day 13,0.02512323079383751,0.72
Day 14,0.028330668507508767,0.7
Day 15,0.036262512515593294,0.7
Day 16,0.033451808958833214,0.68
Day 17,0.0342229970528925,0.72
Day 18,0.03810079934968144,0.5
Day 19,0.023412859554519924,0.78
