Day,MSE_mu,Accuracy
Day 0,0.017197183413197745,0.82
Day 1,0.04393315706306803,0.6
Day 2,0.015423750002761487,0.88
Day 3,0.02443977244725253,0.78
Day 4,0.012642251249326249,0.9
Day 5,0.018211534169803423,0.74
Day 6,0.021309642244983888,0.8
Day 7,0.03025660908828578,0.8
Day 8,0.016085098603726634,0.9
Day 9,0.01616537109667742,0.88
Day 10,0.018237800078739288,0.86
Day 11,0.03278885940937702,0.84
Day 12,0.01995727427117493,0.76
Day 13,0.02247296878706204,0.78
Day 14,0.014558131298788279,0.88
Day 15,0.022685316323841697,0.78
Day 16,0.028252719104893933,0.78
Day 17,0.029672863021133485,0.88
Day 18,0.024408664946582125,0.68
Day 19,0.022472788551305453,0.78
