Day,MSE_mu,Accuracy
Day 0,0.016288625137712547,0.88
Day 1,0.011960648251362742,0.92
Day 2,0.01837951113167592,0.88
Day 3,0.029558021416662483,0.8
Day 4,0.03598528211028,0.7
Day 5,0.022175863726261767,0.74
Day 6,0.022167805182593675,0.86
Day 7,0.014358859976323374,0.78
Day 8,0.023728529580548306,0.86
Day 9,0.02926278428100575,0.8
Day 10,0.026024028089148724,0.84
Day 11,0.021770183908880955,0.78
Day 12,0.027231499295621485,0.68
Day 13,0.021402784784899084,0.76
Day 14,0.019308285787524727,0.8
Day 15,0.024562236246009454,0.76
Day 16,0.032984719616920635,0.72
Day 17,0.01504446063748,0.92
Day 18,0.03865832588581936,0.72
Day 19,0.017546269879461108,0.84
