Day,MSE_mu,Accuracy
Day 0,0.017505019214801593,0.8
Day 1,0.04290647892245377,0.64
Day 2,0.022573727246097252,0.7
Day 3,0.021606459154255592,0.8
Day 4,0.018610211523259222,0.82
Day 5,0.028259480614362693,0.84
Day 6,0.0159549598037862,1.0
Day 7,0.04293887205628106,0.62
Day 8,0.02525753452675899,0.74
Day 9,0.021382998718690073,0.82
Day 10,0.029473377032970673,0.74
Day 11,0.017586704108011116,0.84
Day 12,0.022551725299608964,0.8
Day 13,0.03160773080753796,0.74
Day 14,0.02513257023554041,0.78
Day 15,0.033631966025713424,0.7
Day 16,0.034016516637553854,0.66
Day 17,0.01503935484858416,0.88
Day 18,0.03666179645999418,0.58
Day 19,0.032938461670548015,0.72
