Day,MSE_mu,Accuracy
Day 0,0.01890228120236103,0.86
Day 1,0.026191298602559594,0.68
Day 2,0.023515570036690976,0.74
Day 3,0.0244955305837171,0.8
Day 4,0.02899302251745969,0.64
Day 5,0.02977615626662357,0.78
Day 6,0.0366328461718603,0.58
Day 7,0.017867583140658044,0.84
Day 8,0.02545843263750136,0.84
Day 9,0.014120955835559817,0.88
Day 10,0.03243436079774216,0.78
Day 11,0.01978873530389452,0.8
Day 12,0.03488305263412909,0.72
Day 13,0.024395030513481283,0.76
Day 14,0.033691911778755315,0.64
Day 15,0.02795181459943672,0.8
Day 16,0.021480336397574833,0.78
Day 17,0.018636885814960938,0.9
Day 18,0.025043826350634867,0.8
Day 19,0.017078639698226032,0.86
