Day,MSE_mu,Accuracy
Day 0,0.02159489001744851,0.88
Day 1,0.022246216716814135,0.74
Day 2,0.022073611117101693,0.8
Day 3,0.022002527416297574,0.74
Day 4,0.026346539264901752,0.84
Day 5,0.025547101161457725,0.76
Day 6,0.02220402844590276,0.76
Day 7,0.03659540143514606,0.64
Day 8,0.032518431960795645,0.64
Day 9,0.029669095717429497,0.74
Day 10,0.022289208983558368,0.82
Day 11,0.028796215517127702,0.7
Day 12,0.02302003164614551,0.68
Day 13,0.016563305872954275,0.8
Day 14,0.03551720453528332,0.6
Day 15,0.029247684252422287,0.72
Day 16,0.01718561312033672,0.82
Day 17,0.01750699319871692,0.82
Day 18,0.01780233995258137,0.84
Day 19,0.02212671875625916,0.78
