Day,MSE_mu,Accuracy
Day 0,0.02674506899910724,0.72
Day 1,0.015574864482251588,0.88
Day 2,0.02131128145242133,0.8
Day 3,0.03339546129644953,0.8
Day 4,0.01632078601436944,0.78
Day 5,0.016158735098791312,0.88
Day 6,0.022934637455627387,0.8
Day 7,0.02205966398546581,0.84
Day 8,0.03762053953005,0.58
Day 9,0.023905695415920913,0.76
Day 10,0.014128901510091652,0.9
Day 11,0.03638363521863544,0.7
Day 12,0.013524835070056007,0.94
Day 13,0.019580588953174875,0.84
Day 14,0.014613447078269596,0.92
Day 15,0.016701284918489885,0.84
Day 16,0.02326880727164051,0.84
Day 17,0.024453615381225372,0.7
Day 18,0.03115197621021158,0.74
Day 19,0.0188781942658745,0.66
