Day,MSE_mu,Accuracy
Day 0,0.024027136498155147,0.74
Day 1,0.03275788610211838,0.7
Day 2,0.02164043995233658,0.8
Day 3,0.02247933001030275,0.76
Day 4,0.06289125121228456,0.44
Day 5,0.028255969888658444,0.74
Day 6,0.019928664827877217,0.9
Day 7,0.016739105025696085,0.76
Day 8,0.016877036628134688,0.86
Day 9,0.020872337830680474,0.86
Day 10,0.043129175536250605,0.58
Day 11,0.017823421755705716,0.86
Day 12,0.05380160645317767,0.46
Day 13,0.027404317230061866,0.76
Day 14,0.0437144722468289,0.58
Day 15,0.0268774664646926,0.84
Day 16,0.027589386582417448,0.76
Day 17,0.03629622399499022,0.66
Day 18,0.020135532548523388,0.72
Day 19,0.04553890870184237,0.62
