Day,MSE_mu,Accuracy
Day 0,0.022947384024189218,0.74
Day 1,0.022828548209760616,0.74
Day 2,0.045578487050051554,0.5
Day 3,0.02735959766308011,0.54
Day 4,0.02152069512152875,0.76
Day 5,0.02876210067444108,0.76
Day 6,0.016955785833167352,0.78
Day 7,0.012342194110611784,0.82
Day 8,0.025423707586122987,0.82
Day 9,0.026485509026153473,0.68
Day 10,0.03957184123400394,0.7
Day 11,0.021719139942443576,0.8
Day 12,0.025578087269442207,0.84
Day 13,0.021199415645360774,0.78
Day 14,0.021184530386734304,0.76
Day 15,0.027591494612787534,0.74
Day 16,0.023828173160027184,0.8
Day 17,0.03411837715319687,0.6
Day 18,0.028321169214836937,0.7
Day 19,0.01964836272999291,0.82
