Day,MSE_mu,Accuracy
Day 0,0.022087840247311846,0.76
Day 1,0.024725894946692632,0.72
Day 2,0.026860431542126684,0.78
Day 3,0.023129281252152713,0.78
Day 4,0.0186154199662298,0.82
Day 5,0.011924395176184294,0.84
Day 6,0.02450203473570464,0.8
Day 7,0.034097102426106994,0.64
Day 8,0.02079733622209382,0.9
Day 9,0.022187817356228504,0.82
Day 10,0.019327201906494656,0.9
Day 11,0.027507788831992713,0.78
Day 12,0.0235381287126769,0.86
Day 13,0.022408001079242904,0.76
Day 14,0.0338804242849238,0.76
Day 15,0.030080547840703017,0.68
Day 16,0.020611255767933847,0.8
Day 17,0.018579486271688646,0.9
Day 18,0.019733168441511014,0.86
Day 19,0.025231101844624387,0.86
