Day,MSE_mu,Accuracy
Day 0,0.03068819345853636,0.66
Day 1,0.030632159619902545,0.74
Day 2,0.032965677348101144,0.76
Day 3,0.015421142686444247,0.88
Day 4,0.01843092491288929,0.88
Day 5,0.020246565504534478,0.76
Day 6,0.02559507028144851,0.84
Day 7,0.01722989721195907,0.92
Day 8,0.03560463246491662,0.58
Day 9,0.0222564483718216,0.84
Day 10,0.017940790336712892,0.8
Day 11,0.03104081428944659,0.68
Day 12,0.025283738754759633,0.8
Day 13,0.02760143054283425,0.76
Day 14,0.02212768665827765,0.68
Day 15,0.04663802670909013,0.52
Day 16,0.031222093558265083,0.68
Day 17,0.025590018032165623,0.72
Day 18,0.019042270926334384,0.8
Day 19,0.0291226268053817,0.7
