Day,MSE_mu,Accuracy
Day 0,0.03940992532827513,0.66
Day 1,0.025846977005542986,0.8
Day 2,0.023270031992071165,0.78
Day 3,0.03529035588306394,0.6
Day 4,0.030435207272160612,0.72
Day 5,0.023571630639788965,0.78
Day 6,0.032650928338261886,0.76
Day 7,0.026370200615903686,0.76
Day 8,0.02798474506071935,0.66
Day 9,0.02191829414758144,0.8
Day 10,0.027557057308524858,0.74
Day 11,0.02125142315553961,0.78
Day 12,0.029127962820265106,0.76
Day 13,0.04193935709668574,0.54
Day 14,0.029770786696881154,0.74
Day 15,0.020863844991997647,0.8
Day 16,0.029537208345381344,0.68
Day 17,0.027332155087731135,0.6
Day 18,0.021759111888045135,0.76
Day 19,0.024619353844076874,0.7
