Day,MSE_mu,Accuracy
Day 0,0.018320558434080057,0.88
Day 1,0.03897616416433782,0.68
Day 2,0.03123315176280393,0.76
Day 3,0.023967692634775547,0.76
Day 4,0.02639684993586764,0.76
Day 5,0.03228074429810707,0.8
Day 6,0.015894726394360206,0.8
Day 7,0.014937946069761234,0.88
Day 8,0.03731415458385611,0.64
Day 9,0.02281971515136351,0.78
Day 10,0.02180047261634584,0.8
Day 11,0.015426209175670868,0.88
Day 12,0.025796486055264755,0.66
Day 13,0.050586957091512286,0.56
Day 14,0.015834610788719453,0.92
Day 15,0.02633909708071594,0.8
Day 16,0.011443049745001538,0.92
Day 17,0.03819716874449707,0.7
Day 18,0.02102761547607755,0.82
Day 19,0.025836239126697937,0.74
