Day,MSE_mu,Accuracy
Day 0,0.025095325304409326,0.78
Day 1,0.025711982948067598,0.7
Day 2,0.01875426388341416,0.82
Day 3,0.025733954016470658,0.7
Day 4,0.030420479607782942,0.8
Day 5,0.022615956995866143,0.86
Day 6,0.022267740611606128,0.78
Day 7,0.016833213994242105,0.76
Day 8,0.027442046014763518,0.82
Day 9,0.026562005459298734,0.86
Day 10,0.04619271297558724,0.56
Day 11,0.02460143846447919,0.8
Day 12,0.03974331944471747,0.62
Day 13,0.03602322857507325,0.76
Day 14,0.02747216757775507,0.74
Day 15,0.02053273039917728,0.86
Day 16,0.02651683641330073,0.74
Day 17,0.02772050224670372,0.74
Day 18,0.02425682285579298,0.76
Day 19,0.02779181061838416,0.78
