Day,MSE_mu,Accuracy
Day 0,0.023127416940623664,0.74
Day 1,0.02375424424278044,0.76
Day 2,0.0178837332279337,0.82
Day 3,0.017194130341105184,0.88
Day 4,0.04309427406925635,0.56
Day 5,0.023937526143254863,0.72
Day 6,0.028418499042744672,0.68
Day 7,0.0304093078442353,0.64
Day 8,0.03563908157492894,0.6
Day 9,0.03348757353067262,0.58
Day 10,0.03103861002853382,0.64
Day 11,0.03131624049353188,0.76
Day 12,0.041678702308538505,0.56
Day 13,0.018093363768133697,0.74
Day 14,0.04397512037939054,0.54
Day 15,0.026482874995407135,0.66
Day 16,0.029336095782118952,0.68
Day 17,0.01594003110523672,0.86
Day 18,0.047881201097795714,0.6
Day 19,0.033042887708102396,0.7
