Day,MSE_mu,Accuracy
Day 0,0.024817125592258675,0.82
Day 1,0.016715359096300928,0.9
Day 2,0.02101979167027883,0.8
Day 3,0.03433121906215487,0.68
Day 4,0.029213004629996417,0.72
Day 5,0.02151604587179616,0.84
Day 6,0.020244821446328873,0.78
Day 7,0.021652960348163115,0.86
Day 8,0.018132508630696927,0.76
Day 9,0.015100528460583537,0.88
Day 10,0.017758061352859535,0.88
Day 11,0.022473969366465202,0.76
Day 12,0.05780483478176963,0.44
Day 13,0.01782721086552879,0.8
Day 14,0.03146843952817498,0.62
Day 15,0.0178636193015185,0.94
Day 16,0.022440184433233538,0.84
Day 17,0.023820061128460572,0.78
Day 18,0.023866339125638347,0.82
Day 19,0.02556014705990791,0.64
