Day,MSE_mu,Accuracy
Day 0,0.030957369111573898,0.64
Day 1,0.018370680778586758,0.82
Day 2,0.0321605625816783,0.64
Day 3,0.03065728873756995,0.72
Day 4,0.028664273805779298,0.72
Day 5,0.012384686602741196,0.84
Day 6,0.03662269058693246,0.62
Day 7,0.019784665018085405,0.82
Day 8,0.020902286040727323,0.74
Day 9,0.016883213834962007,0.82
Day 10,0.02941687421198844,0.72
Day 11,0.023281875467347755,0.68
Day 12,0.02146232473651552,0.8
Day 13,0.019122091014038216,0.84
Day 14,0.023021658125007675,0.8
Day 15,0.019143904514054157,0.82
Day 16,0.03471173410058275,0.68
Day 17,0.0305728851847293,0.68
Day 18,0.01804537408118906,0.82
Day 19,0.02611679672404435,0.78
