Day,MSE_mu,Accuracy
Day 0,0.02433632880484513,0.8
Day 1,0.03245954580552799,0.6
Day 2,0.022833677277214765,0.7
Day 3,0.01747275246791561,0.9
Day 4,0.019485863533631728,0.86
Day 5,0.03124989174824716,0.64
Day 6,0.031614197763028276,0.74
Day 7,0.03053677212257474,0.66
Day 8,0.014759095270937802,0.92
Day 9,0.03600886398906379,0.64
Day 10,0.028204096954225436,0.8
Day 11,0.025578077752811783,0.74
Day 12,0.03287777962036492,0.68
Day 13,0.02441894742758295,0.78
Day 14,0.027039942150544862,0.78
Day 15,0.016081026574586793,0.92
Day 16,0.02619659361773008,0.78
Day 17,0.025622068000841228,0.76
Day 18,0.031965303662140135,0.72
Day 19,0.031112655264085843,0.8
