Day,MSE_mu,Accuracy
Day 0,0.023977703168265918,0.78
Day 1,0.022814867107592063,0.8
Day 2,0.03847884581051495,0.66
Day 3,0.01611561822485549,0.84
Day 4,0.022111508648115147,0.76
Day 5,0.02539431367620845,0.78
Day 6,0.04266923357440095,0.5
Day 7,0.023025431612889828,0.78
Day 8,0.027262263233783397,0.72
Day 9,0.02248374865374566,0.74
Day 10,0.01961780120730848,0.9
Day 11,0.03468594967391763,0.6
Day 12,0.04069953476928158,0.52
Day 13,0.024466720379598322,0.76
Day 14,0.031115028604965653,0.76
Day 15,0.04237979348651034,0.58
Day 16,0.012241367738565245,0.84
Day 17,0.026740515193499573,0.82
Day 18,0.03358292426679792,0.76
Day 19,0.023513794273832475,0.74
