Day,MSE_mu,Accuracy
Day 0,0.019917430383314897,0.88
Day 1,0.02442431414590277,0.84
Day 2,0.02130699954273834,0.82
Day 3,0.025709896249738465,0.82
Day 4,0.021948968760296225,0.74
Day 5,0.018098868539689224,0.7
Day 6,0.03672973051463224,0.56
Day 7,0.014730300762174795,0.82
Day 8,0.019681808687221518,0.88
Day 9,0.02208000173846222,0.76
Day 10,0.018043778116374316,0.76
Day 11,0.04180982401347244,0.72
Day 12,0.04013615350483474,0.6
Day 13,0.021315019161362008,0.68
Day 14,0.021642971810782254,0.84
Day 15,0.029612953914740642,0.82
Day 16,0.028918866344161367,0.74
Day 17,0.016210786885368082,0.82
Day 18,0.020169404693498823,0.8
Day 19,0.025688533041957406,0.76
