Day,MSE_mu,Accuracy
Day 0,0.036128854839441026,0.66
Day 1,0.019707960527603763,0.82
Day 2,0.03306714620333864,0.76
Day 3,0.01827513453141094,0.76
Day 4,0.02047140009985517,0.82
Day 5,0.025473760746105637,0.68
Day 6,0.031907855905750536,0.66
Day 7,0.018880937494395813,0.86
Day 8,0.043441390054806094,0.6
Day 9,0.029867596216744757,0.58
Day 10,0.040406964632489085,0.7
Day 11,0.025034401778621068,0.7
Day 12,0.026859766805600833,0.68
Day 13,0.030700183581174455,0.74
Day 14,0.03584827856769496,0.68
Day 15,0.018343913816245127,0.78
Day 16,0.01972976697996728,0.84
Day 17,0.018419147739355792,0.78
Day 18,0.040291324271780046,0.56
Day 19,0.01930393784918169,0.78
