Day,MSE_mu,Accuracy
Day 0,0.0219085147016625,0.68
Day 1,0.031155639428011837,0.7
Day 2,0.024180935422741696,0.78
Day 3,0.02244282225650878,0.76
Day 4,0.03504033176916181,0.64
Day 5,0.0167827026801248,0.9
Day 6,0.021707541588267293,0.84
Day 7,0.02532650705921273,0.66
Day 8,0.02127386942768531,0.84
Day 9,0.04303303204402374,0.58
Day 10,0.022147330269916977,0.72
Day 11,0.024767614666161668,0.78
Day 12,0.02008555072786468,0.7
Day 13,0.0320559953531248,0.7
Day 14,0.02063308362440329,0.8
Day 15,0.029626519591285254,0.76
Day 16,0.021490367340914623,0.9
Day 17,0.023452196798674628,0.8
Day 18,0.014458616615842093,0.88
Day 19,0.03052292766110266,0.66
