Day,MSE_mu,Accuracy
Day 0,0.029204669200221668,0.68
Day 1,0.04259242618541296,0.54
Day 2,0.01444200451359753,0.8
Day 3,0.029728755312064512,0.68
Day 4,0.019559851812850908,0.84
Day 5,0.021615651984045244,0.76
Day 6,0.02530103024208358,0.76
Day 7,0.03398002367056713,0.64
Day 8,0.019839556316095835,0.8
Day 9,0.02940146463708637,0.86
Day 10,0.01797744383668913,0.8
Day 11,0.0249162763820301,0.74
Day 12,0.034393945817289134,0.66
Day 13,0.036543134739359724,0.6
Day 14,0.031037194652623685,0.62
Day 15,0.03867416724722437,0.6
Day 16,0.01794326664729811,0.92
Day 17,0.020950680028812646,0.76
Day 18,0.016690374242701193,0.8
Day 19,0.019882245439450077,0.84
