Day,MSE_mu,Accuracy
Day 0,0.021520512141716512,0.74
Day 1,0.033963964312078904,0.68
Day 2,0.026299797389441736,0.64
Day 3,0.029613123764214013,0.66
Day 4,0.030410475830842873,0.68
Day 5,0.028252030377508244,0.76
Day 6,0.037828537724830524,0.62
Day 7,0.03971695592518509,0.6
Day 8,0.018997799016998357,0.76
Day 9,0.025091805847286708,0.68
Day 10,0.017722971276363946,0.78
Day 11,0.03103805478697681,0.66
Day 12,0.017421730133086018,0.84
Day 13,0.026856279976464333,0.8
Day 14,0.028301997712499995,0.74
Day 15,0.020698393006093812,0.8
Day 16,0.033410383568314814,0.52
Day 17,0.03524261765147987,0.56
Day 18,0.027179836331065944,0.7
Day 19,0.03422511140862658,0.66
