Day,MSE_mu,Accuracy
Day 0,0.028587440758352435,0.76
Day 1,0.022987590063264684,0.72
Day 2,0.018997833792508894,0.78
Day 3,0.017585998221766007,0.82
Day 4,0.020554460925210034,0.7
Day 5,0.016639918170604017,0.94
Day 6,0.02911900289473207,0.82
Day 7,0.014024444072655951,0.84
Day 8,0.039626748962838736,0.54
Day 9,0.023480440191615486,0.76
Day 10,0.031230235570744783,0.7
Day 11,0.03028501644590424,0.62
Day 12,0.03498458564659872,0.6
Day 13,0.027499895124165778,0.68
Day 14,0.022189483770145655,0.84
Day 15,0.024070225238425124,0.8
Day 16,0.01998097896559774,0.82
Day 17,0.013422174636195511,0.86
Day 18,0.021013869302841916,0.74
Day 19,0.0323699553818557,0.8
