Day,MSE_mu,Accuracy
Day 0,0.027914305739805016,0.74
Day 1,0.030411176220693645,0.68
Day 2,0.015176022974843427,0.92
Day 3,0.02430861144273222,0.66
Day 4,0.02664081091706071,0.72
Day 5,0.022923220757845055,0.78
Day 6,0.018366758387366344,0.74
Day 7,0.0177042997035076,0.78
Day 8,0.017112205021653462,0.82
Day 9,0.024833587798189588,0.68
Day 10,0.03449956841132953,0.66
Day 11,0.02188979358081455,0.72
Day 12,0.028661762733438012,0.74
Day 13,0.023452027468735398,0.76
Day 14,0.014206102488877917,0.88
Day 15,0.03450359476591717,0.66
Day 16,0.051244014800233086,0.52
Day 17,0.022641923424957123,0.78
Day 18,0.021105064016419223,0.78
Day 19,0.03694317267428582,0.74
