Day,MSE_mu,Accuracy
Day 0,0.024328505638080596,0.8
Day 1,0.028789296343547974,0.7
Day 2,0.03400320380967555,0.64
Day 3,0.05090380327376492,0.48
Day 4,0.027410540034273217,0.78
Day 5,0.031024410278147393,0.74
Day 6,0.032328893737950885,0.72
Day 7,0.0151689598584452,0.86
Day 8,0.023485204552526947,0.74
Day 9,0.02309451792704717,0.82
Day 10,0.026883119653614694,0.68
Day 11,0.03313029352596055,0.7
Day 12,0.016834658932490854,0.8
Day 13,0.025412311875325496,0.72
Day 14,0.028658066676291196,0.76
Day 15,0.018746103097116096,0.9
Day 16,0.02877942642355974,0.76
Day 17,0.019525689317606905,0.8
Day 18,0.027337366195481695,0.7
Day 19,0.045744020153936714,0.66
