Day,MSE_mu,Accuracy
Day 0,0.028595439080994312,0.76
Day 1,0.02054038081314964,0.76
Day 2,0.015356469906817462,0.94
Day 3,0.040133198438612315,0.56
Day 4,0.015302372862899451,0.88
Day 5,0.03599058726185974,0.7
Day 6,0.03829020253414482,0.74
Day 7,0.027261162335545774,0.74
Day 8,0.021119172962667746,0.76
Day 9,0.03372524996590301,0.62
Day 10,0.02876418617056079,0.74
Day 11,0.013443793147688472,0.88
Day 12,0.03860293927705452,0.64
Day 13,0.028265456545898546,0.8
Day 14,0.023043615840104604,0.8
Day 15,0.026746858519135854,0.7
Day 16,0.024587761569302556,0.86
Day 17,0.030767423893579067,0.74
Day 18,0.015414062507585433,0.9
Day 19,0.03288105912897309,0.7
