Day,MSE_mu,Accuracy
Day 0,0.020064198339803777,0.82
Day 1,0.016769707208781418,0.74
Day 2,0.024996262402600465,0.8
Day 3,0.013877502222468047,0.88
Day 4,0.012853489607161633,0.9
Day 5,0.02286390526934241,0.76
Day 6,0.01742791658807554,0.82
Day 7,0.02532699849058262,0.78
Day 8,0.0237657945869975,0.76
Day 9,0.04235093804271344,0.54
Day 10,0.03111790062756281,0.74
Day 11,0.01624001637954821,0.8
Day 12,0.028541000933440898,0.78
Day 13,0.016840866625329153,0.9
Day 14,0.027580082168692212,0.78
Day 15,0.020608936939936137,0.86
Day 16,0.016657323820131457,0.8
Day 17,0.03918882144537278,0.68
Day 18,0.01818578091283598,0.8
Day 19,0.026272826078476974,0.7
