Day,MSE_mu,Accuracy
Day 0,0.027765853015082165,0.7
Day 1,0.02123992551287123,0.72
Day 2,0.03440512031711684,0.72
Day 3,0.018180376847657453,0.94
Day 4,0.032201501704953325,0.8
Day 5,0.03554708329668998,0.7
Day 6,0.02116390829144448,0.76
Day 7,0.023484737127027547,0.76
Day 8,0.02187815835501886,0.7
Day 9,0.01982608222649346,0.82
Day 10,0.04120377339107641,0.62
Day 11,0.021568767075547546,0.76
Day 12,0.055497741918396154,0.56
Day 13,0.016815313057484054,0.88
Day 14,0.021731157958007934,0.78
Day 15,0.05335605651965997,0.56
Day 16,0.03209475236874328,0.7
Day 17,0.02584187785624653,0.76
Day 18,0.031053771414423708,0.68
Day 19,0.03226614601489789,0.66
