Day,MSE_mu,Accuracy
Day 0,0.04936271011811585,0.62
Day 1,0.021694831793658807,0.68
Day 2,0.017676627589620967,0.96
Day 3,0.014939571610012619,0.86
Day 4,0.02422109276732701,0.74
Day 5,0.019301766687831744,0.76
Day 6,0.023544498895431813,0.86
Day 7,0.022889057600942782,0.7
Day 8,0.02032227312277951,0.94
Day 9,0.02905154248574333,0.72
Day 10,0.01855289788525396,0.94
Day 11,0.0174861572900228,0.84
Day 12,0.02625851062048081,0.78
Day 13,0.013265937708883757,0.9
Day 14,0.01979617340761601,0.78
Day 15,0.021708797366883727,0.84
Day 16,0.015387593748091224,0.9
Day 17,0.021207980646724123,0.74
Day 18,0.02300827594433638,0.86
Day 19,0.01997811991432714,0.9
