Day,MSE_mu,Accuracy
Day 0,0.023805651680952482,0.74
Day 1,0.04302057192554568,0.58
Day 2,0.02809488875110221,0.8
Day 3,0.019034937505521536,0.76
Day 4,0.02597491311889181,0.78
Day 5,0.02662233012047333,0.72
Day 6,0.03138086659184023,0.7
Day 7,0.012591599849057923,0.76
Day 8,0.01941816021610508,0.84
Day 9,0.013598122052240843,0.86
Day 10,0.02531299717788337,0.7
Day 11,0.018998597410074407,0.86
Day 12,0.01873900757549079,0.74
Day 13,0.02550946716291678,0.64
Day 14,0.03956895615665562,0.68
Day 15,0.021599901377885613,0.8
Day 16,0.018488720226882183,0.88
Day 17,0.04781607062180573,0.56
Day 18,0.01751083098676252,0.86
Day 19,0.026192913444077124,0.82
